name,station,owner,duid,connection_id,connection_voltage,generator_classification,market_generator,schedule_type,updated_on,position,region,fuel_source_primary,fuel_source_secondary,tech_type_primary,tech_type_secondary,marker_type,reg_cap,max_cap,mlf_11,mlf_12,mlf_13,mlf_14,mlf_15,mlf_16,mlf_17,mlf_18,mlf_19,mlf_20
Windy Hill Wind Farm,WHILL,Windy Hill Wind Farm Pty Ltd,WHILL1,VWES2W,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-17.594452,""lng"":145.531599}",QLD,Wind,Wind,Renewable,Wind - Onshore,Wind,12,12,1.131,1.126,1.1524,1.137,1.1355,1.1137,1.1103,1.0877,0.9966, 0.9836 
Wonthaggi Wind Farm,WONWP,Progressive Green Pty Ltd,WONWP,NMR21W,132,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-38.607187,""lng"": 145.547975}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,12,12,0.9719,0.9703,0.9713,0.978,0.9777,0.9799,0.9759,0.9886,0.9879, 0.9938 
Wyangala A Power Station,WYANGALA,Hydro Power Pty Limited,WYANGALA,NCW81A,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"":-33.967643,""lng"": 148.946729}",NSW,Hydro,Water,Renewable,Hydro - Gravity,Hydro,20,20,1.0336,1.0241,1.0151,1.0257,1.004,1.0099,1.0355,1.0435,1.0411, 1.0320 
Collinsville Solar Farm,CSPVPS1,,CSPVPS1,VCWL1C,220,,,,14/4/19,"{""lat"":-20.544129,""lng"":147.805674}",QLD,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,42.5,42.5,,,,,,,,,0.8719, 0.8579 
Appin Power Plant,APPIN,Stanwell Corporation Limited,APPIN,NAPP1A,66,,Yes,NON-SCHEDULED,14/4/19,"{""lat"": -34.207516,""lng"": 150.772100}",NSW,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Gas,55.6,55,,,,,,,0.9986,1,1.001, 0.9954 
Daydream Solar Farm,DAYDSF,Daydream Solar Farm Pty Ltd ATF the Daydream Solar Farm Trust ,DAYDSF1,SDAN2D,33,,Yes,SEMI-SCHEDULED,15/4/19,"{""lat"": -20.512923,""lng"": 147.691921}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,79.75,71.34,,,,,,,,,0.8836, 0.8488 
Daydream Solar Farm,DAYDSF,Daydream Solar Farm Pty Ltd ATF the Daydream Solar Farm Trust ,DAYDSF2,SDAN2D,33,,Yes,SEMI-SCHEDULED,16/4/19,"{""lat"": -20.512923,""lng"": 147.691922}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,88,78.72,,,,,,,,,0.8836, 0.8488 
Baking Board Solar Farm,BAKING,Diamond Energy Pty Ltd,BAKING1,NNEW2,132,,Yes,NON-SCHEDULED,16/4/19,"{""lat"": -26.721397,""lng"": 150.554094}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,17,14,,,,,,,,,0.9834, 0.9863 
Ballarat Battery Energy Storage System,BALBG,EnergyAustralia Pty Ltd,BALBG1,NNEW2,132,,Yes,SCHEDULED,17/4/19,"{""lat"": -37.567538,""lng"": 143.921201}",VIC,Battery storage,Battery,Storage,Battery,Battery,30,30,,,,,,,,,0.9948, 0.9647 
Bannerton Solar Park,BANN,Alinta Energy Retail Sales Pty Ltd,BANN1,NNEW2,132,,Yes,SEMI-SCHEDULED,18/4/19,"{""lat"": -34.726176,""lng"": 142.851570}",VIC,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,100,88,,,,,,,,,0.9262, 0.8261 
Bodangora Wind Farm ,BODWF,Bodangora Wind Farm Pty Limited,BODWF1,NBOD1B,132,,Yes,SEMI-SCHEDULED,21/4/19,"{""lat"": -32.406634,""lng"": 149.041485}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,113.19,111,,,,,,,,,0.9819, 0.9494 
Bungala Solar Farm,BNGSF,Origin Energy Uranquinty Power Pty Ltd,BNGSF1,NBLW8,132,,Yes,SEMI-SCHEDULED,22/4/19,"{""lat"": -32.419684,""lng"": 137.841193}",SA,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,135,110,,,,,,,,,0.97, 0.9716 
Bungala Solar Farm,BNGSF,Origin Energy Uranquinty Power Pty Ltd,BNGSF2,NBLW8,132,,Yes,SEMI-SCHEDULED,23/4/19,"{""lat"": -32.419684,""lng"": 137.841193}",SA,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,135,110,,,,,,,,,0.97, 0.9716 
Childers Solar Farm,CHILDSF,Childers Solar Pty Ltd as the Trustee for the Childers Solar Trust ,CHILDSF1,NCLG4D,330,,Yes,SEMI-SCHEDULED,26/4/19,"{""lat"": -25.301200,""lng"": 152.402510}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,64.38,56,,,,,,,,,0.9511, 0.9528 
Clare Solar Farm,CLARESF,Clare Solar Farm Pty Ltd,CLARESF1,NCLG4D,330,,Yes,SEMI-SCHEDULED,27/4/19,"{""lat"": -19.839401,""lng"": 147.210343}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,110.262,100,,,,,,,,,0.8727, 0.8589 
Coleambally Solar Farm,COLEASF,Coleambally Solar Pty Ltd,COLEASF1,NCLG4D,330,,Yes,SEMI-SCHEDULED,28/4/19,"{""lat"": -34.742829,""lng"": 145.956148}",NSW,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,180,150,,,,,,,,,1.0019, 0.8705 
Crookwell 2 Wind Farm,CROOKWF,Crookwell Development Pty Ltd ,CROOKWF2,NCKW1C,330,,Yes,SEMI-SCHEDULED,29/4/19,"{""lat"": -34.540200,""lng"": 149.600758}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,96.04,91,,,,,,,,,0.9963, 0.9746 
Crowlands Wind Farm,CROWLWF,Pacific Hydro Crowlands Pty Ltd ,CROWLWF1,VCWL1C,220,,Yes,SEMI-SCHEDULED,30/4/19,"{""lat"": -36.976071,""lng"": 143.098123}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,79.95,79,,,,,,,,,0.9803, 0.9249 
Dalrymple North Battery Energy Storage System,DALNTH0,Greentricity Pty Ltd,DALNTH01,SDAN1D,33,,Yes,SCHEDULED,1/5/19,"{""lat"": -34.935989,""lng"": 137.744174}",SA,Battery storage,Battery,Storage,Battery,Battery,30,30,,,,,,,,,0.888, 0.9027 
Darling Downs Solar Farm,DDSF,Darling Downs Solar Farm Pty Ltd ,DDSF1,QBRS1D,275,,Yes,SEMI-SCHEDULED,2/5/19,"{""lat"": -27.121155,""lng"": 150.894629}",QLD,Solar,Solar ,Renewable,Photovoltaic Flat Panel,Solar,121,108,,,,,,,,,0.9812, 0.9825 
Emerald Solar Park,EMERASF,Telstra Energy (Generation) Pty Ltd,EMERASF1,QLIS1E,66,,Yes,SEMI-SCHEDULED,3/5/19,"{""lat"": -23.509057,""lng"": 148.131635}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,88,72,,,,,,,,,0.8778, 0.8705 
Gannawarra Energy Storage System,GANNBG,EnergyAustralia Pty Ltd,GANNBG1,VKGB1G,66,,Yes,SCHEDULED,4/5/19,"{""lat"": -35.734820,""lng"": 143.779625}",VIC,Battery storage,Battery,Storage,Battery,Battery,30.875,25,,,,,,,,,1.007, 0.9679 
Gannawarra Solar Farm,GANNSF,Gannawarra Solar Farm Pty Ltd,GANNSF1,VKGS1G,66,,Yes,SEMI-SCHEDULED,5/5/19,"{""lat"": -35.734820,""lng"": 143.779625}",VIC,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,55,50,,,,,,,,,0.9729, 0.9014 
Glennies Creek Power Station,GLENNCRK,EDL (OCI) Pty Limited,GLENNCRK,QLIL2,66,,Yes,NON-SCHEDULED,6/5/19,"{""lat"": -32.459867,""lng"": 151.128591}",NSW,Fossil,Waste Coal Mine Gas,Combustion,Compression Reciprocating Engine,Gas,12.78,12,0.9597,0.9557,,,,,,,0.9659, 0.9726 
Griffith Solar Farm,GRIFSF,Griffith Solar Farm Pty Ltd,GRIFSF1,QLIL2,66,,Yes,NON-SCHEDULED,7/5/19,"{""lat"": -34.317130,""lng"": 146.120779}",NSW,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,27.2,27,,,,,,,,,1.0603, 0.9081 
Grosvenor 1 Waste Coal Mine Gas Power Station,GROSV,EDL Projects (Australia) Pty Ltd,GROSV1,QMRN2G,66,,Yes,NON-SCHEDULED,8/5/19,"{""lat"": -21.985173,""lng"": 148.024662}",QLD,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Gas,21.287,21,,,,,,,,1.0252,0.9683, 0.9558 
Grosvenor 2,GROSV,EDL Projects (Australia) Pty Ltd,GROSV2,QMRV1G,66,,Yes,NON-SCHEDULED,9/5/19,"{""lat"": -21.985173,""lng"": 148.024662}",QLD,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Gas,15.205,15,,,,,,,,1.0252,0.9683, 0.9558 
Gullen Range Solar Farm,GULLRSF,New Gullen Range Wind Farm Pty Ltd,GULLRSF1,NGUR2G,330,,Yes,SEMI-SCHEDULED,10/5/19,"{""lat"": -34.605549,""lng"": 149.462659}",NSW,Solar,Solar,Renewable,Solar Thermal,Solar,10,10,,,,,,,,1.001,0.9959, 0.9695 
Hamilton Solar Farm,HAMISF,Hamilton Solar Farm Pty Ltd,HAMISF1,QSLD1H,33,,Yes,SEMI-SCHEDULED,12/5/19,"{""lat"": -20.502360,""lng"": 147.769904}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,57.5,56,,,,,,,,,0.8741, 0.8567 
Hayman Solar Farm,HAYMSF,Hayman Solar Farm Pty Ltd ATF the Hayman Solar Farm Trust ,HAYMSF1,QCCK2H,33,,Yes,SEMI-SCHEDULED,13/5/19,"{""lat"": -20.487493,""lng"": 147.744787}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,57.75,50,,,,,,,,,0.8836, 0.8488 
Hornsdale Power Reserve,HPRG,Hornsdale Power Reserve Pty Ltd,HPRG1,SHDW3H,275,,Yes,SCHEDULED,14/5/19,"{""lat"":-33.085296,""lng"":138.521972}",SA,Battery storage,Battery,Storage,Battery and Inverter,Battery,102.44,100,,,,,,,,,0.9771, 0.9830 
Hornsdale Wind Farm,HDWF,HWF2 Pty Ltd,HDWF2,SHDW2H,275,,Yes,SEMI-SCHEDULED,15/5/19,"{""lat"":-33.085296,""lng"":138.521972}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,102.4,102,,,,,,,0.9918,0.9799,0.9744, 0.9698 
Hornsdale Wind Farm,HDWF,HWF3 Pty Ltd,HDWF3,SHDW3H,275,,Yes,SEMI-SCHEDULED,16/5/19,"{""lat"":-33.085296,""lng"":138.521972}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,112,109,,,,,,,,0.9799,0.9744, 0.9698 
Hughenden Solar Farm,HUGSF,Hughenden Solar Pty Limited As Trustee For Hughenden Solar Trust,HUGSF1,QROG2H,132,,Yes,NON-SCHEDULED,17/5/19,"{""lat"": -20.854757,""lng"": 144.186222}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,20.97,18,,,,,,,,,0.8842, 0.8671 
Hume PS,HUMEPS,GSP Energy Pty Ltd,HUMEV,VHUM,66,,Yes,SCHEDULED,18/5/19,"{""lat"":-36.10723919621952,""lng"":147.03332081787192}",VIC,Hydro,Water,Renewable,Hydro - Gravity,Hydro,29,70,1.0127,1.0082,1.0912,0.9888,0.9912,0.9768,0.9947,0.8911,0.9498, 0.9513 
Karadoc Solar Farm,KARSF,Iraak Sun Farm Pty Ltd,KARSF1,NLP11,132,,Yes,SEMI-SCHEDULED,19/5/19,"{""lat"": -34.416148,""lng"": 142.252273}",VIC,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,104,90,,,,,,,,,0.9472, 0.8167 
Kiata Wind Farm,KIATAWF,Kiata Wind Farm Pty Ltd,KIATAWF1,NLP11,132,,Yes,SEMI-SCHEDULED,20/5/19,"{""lat"": -36.397761,""lng"": 141.746755}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,31.05,31,,,,,,,,1.0357,0.9911, 0.9180 
Kidston Solar Project,KSP,Genex (Solar) Pty Ltd,KSP1,NLP11,132,,Yes,SEMI-SCHEDULED,21/5/19,"{""lat"": -18.891371,""lng"": 144.143011}",QLD,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,50,47.7,,,,,,,,,0.8842, 0.8671 
Lilyvale Solar Farm,LILYSF,Ergon Energy Queensland Pty Ltd ,LILYSF1,NLP11,132,,Yes,SEMI-SCHEDULED,22/5/19,"{""lat"": -23.055050,""lng"": 148.393772}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,118,100,,,,,,,,,0.8855, 0.8685 
Lincoln Gap Wind Farm,LGAPWF,Lincoln Gap Wind Farm (Operations) Pty Ltd,LGAPWF1,NLP11,132,,Yes,SEMI-SCHEDULED,23/5/19,"{""lat"": -32.588009,""lng"": 137.555252}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,212.4,212.4,,,,,,,,,0.9947, 0.9820 
Longreach Solar Farm,LRSF,Diamond Energy Pty Ltd,LRSF1,QLLV2L,132,,Yes,NON-SCHEDULED,24/5/19,"{""lat"": -23.446814,""lng"": 144.359333}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,17,14,,,,,,,,,0.8934, 0.8729 
Manildra solar Farm,MANSLR,Manildra Prop Pty Ltd as The Trustee for the Manildra Asset Trust,MANSLR1,NMLS1M,132,,Yes,SEMI-SCHEDULED,25/5/19,"{""lat"": -33.172669,""lng"": 148.716763}",NSW,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,50,46,,,,,,,,,0.9905, 0.9818 
Mount Emerald Wind Farm,MEWF,Ergon Energy Queensland Pty Ltd ,MEWF1,TMB11,110,,Yes,SEMI-SCHEDULED,28/5/19,"{""lat"": -17.133265,""lng"": 145.380052}",QLD,Wind,Wind,Renewable,Wind - Onshore,Wind,127.65,126.05,,,,,,,,,0.9515, 0.9430 
Mt Gellibrand Wind Farm,MTGELWF,Mt Gellibrand Wind Farm Pty Ltd,MTGELWF1,VGTW1M,66,,Yes,SEMI-SCHEDULED,29/5/19,"{""lat"": -38.257581,""lng"": 143.798665}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,43.904,66,,,,,,,,,0.9989, 0.9864 
Murra Warra Wind Farm,MUWAWF,Telstra Energy (Generation) Pty Ltd,MUWAWF1,TDE11M,110,,Yes,SEMI-SCHEDULED,30/5/19,"{""lat"": -36.427232,""lng"": 142.324456}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,231.8,225.7,,,,,,,,,0.9549, 0.8852 
Narromine Solar Farm,NASF,Dubbo Solar Hub Pty Ltd,NASF1,NWLS1N,132,,Yes,NON-SCHEDULED,31/5/19,"{""lat"": -32.218310,""lng"": 148.254527}",NSW,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,10,9,,,,,,,,,0.9708, 0.9603 
Oakey 1 Solar Farm,OAKEY1SF,Diamond Energy Pty Ltd,OAKEY1SF,QTKS1O,110,,Yes,SEMI-SCHEDULED,1/6/19,"{""lat"": -27.402397,""lng"": 151.644736}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,30,25,,,,,,,,,0.9826, 0.9825 
Oaky Creek Power Station,OAKYCREK,EDL (OCI) Pty Limited,OAKY2,QLIL3O,66,,Yes,NON-SCHEDULED,2/6/19,"{""lat"": -23.063219,""lng"": 148.470453}",QLD,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Gas,15,15,,,,,,,1.0122,0.9808,0.9451, 0.9327 
Oaky Creek Power Station,OAKYCREK,EDL (OCI) Pty Limited,OAKYCREK,QLIL1,66,,Yes,NON-SCHEDULED,3/6/19,"{""lat"": -23.063219,""lng"": 148.470453}",QLD,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,Gas,20,20,1.0288,1.0139,1.0426,1.0425,1.0352,1.0373,1.0122,0.9808,0.9451, 0.9327 
Parkes Solar Farm,PARSF,Parkes Solar Farm Pty Ltd,PARSF1,NPG11P,66,,Yes,SEMI-SCHEDULED,5/6/19,"{""lat"": -33.112859,""lng"": 148.076408}",NSW,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,50.49,50,,,,,,,,,0.9964, 0.9812 
Ross River Solar Farm,RRSF,Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust ,RRSF1,QROG3R,132,,Yes,SEMI-SCHEDULED,6/6/19,"{""lat"": -19.411991,""lng"": 146.722214}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,128,116,,,,,,,,,0.8842, 0.8671 
Salt Creek Wind Farm,SALTCRK,Salt Creek Wind Farm Pty Ltd,SALTCRK1,VTG61S,66,,Yes,SEMI-SCHEDULED,7/6/19,"{""lat"": -37.918652,""lng"": 142.796028}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,54,54,,,,,,,,,1.0076, 0.9731 
Sapphire Wind Farm,SAPHWF,The Trustee For The SWF1 Operations Trust,SAPHWF1,NSAP1S,330,,Yes,SEMI-SCHEDULED,8/6/19,"{""lat"": -29.710266,""lng"": 151.447785}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,270,270,,,,,,,,,0.8821, 0.9294 
Silverton Wind Farm,STWF,AGL PARF NSW Pty Ltd,STWF1,QCBD1S,110,,Yes,SEMI-SCHEDULED,9/6/19,"{""lat"": -31.860939,""lng"": 141.296352}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,198.94,198,,,,,,,,,1.0062, 0.8438 
South Keswick Solar Farm,SKSF,Dubbo Solar Hub Pty Ltd,SKSF1,NSYW1,132,,Yes,NON-SCHEDULED,10/6/19,"{""lat"": -32.272779,""lng"": 148.649830}",NSW,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Solar,15,14.5,,,,,,,,,0.9708, 0.9603 
Sun Metals Solar Farm,SMCSF,Sun Metals Corporation Pty Ltd,SMCSF1,NSYW1,132,,Market ,SEMI-SCHEDULED,12/6/19,"{""lat"": -19.331186,""lng"": 146.891431}",QLD,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,118,101,,,,,,,,,1.0147, 1.0026 
Valdora Solar Farm,VALDORA,Diamond Energy Pty Ltd,VALDORA1,NURQ4U,132,,Yes,NON-SCHEDULED,13/6/19,"{""lat"": -26.561170,""lng"": 153.030479}",QLD,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,15,15,,,,,,,,,1.0025, 1.0020 
Susan River Solar Farm,SRSF,Susan River Solar Pty Ltd as Trustee for Susan River Solar Trust,SRSF1,NWLS2S,132,,Market ,SEMI-SCHEDULED,14/6/19,"{""lat"": -25.418748,""lng"": 152.741801}",QLD,Solar,Solar,Renewable,Photovoltaic Flat panel,Solar,85.26,75,,,,,,,,,0.9511, 0.9528 
Tailem Bend Solar Project 1,TBSF,Vena Energy Services (Australia) Pty Ltd,TBSF1,NDT13T,132,,Yes,SEMI-SCHEDULED,16/6/19,"{""lat"": -35.274957,""lng"": 139.486790}",SA,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,108,95,,,,,,,,,0.9973, 1.0054 
Tower Power Plant,TOWER,Stanwell Corporation Limited,TOWER,NLP11T,132,,Yes,NON-SCHEDULED,18/6/19,"{""lat"": -34.218580,""lng"": 150.823265}",NSW,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Gas,41.2,41,,,,,,,1.0019,1.0022,1.0024, 1.0009 
Wemen Solar Farm,WEMENSF,Wemen Asset Co Pty Ltd ATF Wemen Solar Unit Trust ,WEMENSF1,VWES2W,66,,Yes,SEMI-SCHEDULED,19/6/19,"{""lat"": -34.802541,""lng"": 142.544403}",VIC,Solar,Solar,Renewable,Photovoltaic Tracking Flat Panel,Solar,97.5,88,,,,,,,,,0.9262, 0.8261 
White Rock Solar Farm,WRSF,White Rock Wind Farm Pty Ltd,WRSF1,NGF32W,66,,Yes,NON-SCHEDULED,20/6/19,"{""lat"": -29.763258,""lng"": 151.552421}",NSW,Solar,Solar,Renewable,Photovoltaic Flat Panel,Solar,22,20,,,,,,,,,0.8427, 0.8390 
White Rock Wind Farm,WRWF,White Rock Wind Farm Pty Ltd,WRWF1,NGF32W,66,,Yes,SEMI-SCHEDULED,21/6/19,"{""lat"": -29.829174,""lng"": 151.547601}",NSW,Wind,Wind,Renewable,Wind - Onshore,Wind,175,172,,,,,,,,0.8468,0.8427, 0.8390 
Whitsunday Solar Farm,WHITSF,Whitsunday Solar Farm Pty Ltd,WHITSF1,VWES2W,66,,Yes,SEMI-SCHEDULED,22/6/19,"{""lat"": -20.494884,""lng"": 147.748103}",QLD,Solar,Solar,Renewable,Photovoltaic Tracking Flat Panel,Solar,57.5,56,,,,,,,,,0.8741, 0.8567 
Willogoleche Wind Farm,WGWF,Willogoleche Power Pty Ltd as Trustee for the Willogoleche Operating Trust ,WGWF1,VWES2W,66,,Yes,SEMI-SCHEDULED,23/6/19,"{""lat"": -33.393475,""lng"": 138.848211}",SA,Wind,Wind,Renewable,Wind - Onshore,Wind,91.92,119,,,,,,,,,0.9689, 0.9827 
Yaloak South Wind Farm,YSWF,Pacific Hydro Yaloak South Pty Ltd,YSWF1,QGAR1,66,,Yes,NON-SCHEDULED,27/6/19,"{""lat"": -37.716455,""lng"": 144.241942}",VIC,Wind,Wind,Renewable,Wind - Onshore,Wind,28.7,28,,,,,,,,,1.0016, 0.9759 
